ID,E04,Registration Status,Admissions Status,Matriculation Status,Attendance Status,Class Level,Total Credits Enrolled,County,School,Program,Degree,Major,Major_Desc,Program,Concentration,age,Housing,Ethnicity_ALL,BannerTerm,Residency
133135,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,12,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,23,,Caucasian or White,202320,R
133147,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Mercer,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,22,Y,Black or African American,202320,R
133163,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,12,Atlantic,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VILL,28,,Hispanic or Latino,202320,R
133175,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,23,,Non Resident Alien,202320,R
133178,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,12,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,BUSA,21,,More Than 1 Race,202320,R
133182,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,12,Morris,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,30,,Asian,202320,R
133192,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,17,Cape May,NAMS,GEOL-BS,BS,GEOL,Geology,GEOL-BS,GENE,28,,Hispanic or Latino,202320,R
133201,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Burlington,ARHU,HIST,BA,HIST,Historical Studies,HIST,GENE,22,,Caucasian or White,202320,R
133219,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Ocean,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,20,Y,Caucasian or White,202320,R
133233,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,13,Cape May,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,GENE,22,Y,Caucasian or White,202320,R
133248,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,12,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,22,,Non Resident Alien,202320,R
133260,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Monmouth,HLTH,PUBLIC-HLTH,BS,PUBH,Public Health,PUBLIC-HLTH,HADM,21,,Caucasian or White,202320,R
133297,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Burlington,GENS,DIGI,BA,DIGI,Digital Studies,DIGI,GENE,23,,Caucasian or White,202320,R
133302,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Cumberland,SOBL,PSYC-BS,BS,PSYC,Psychology,PSYC-BS,FPSY,25,,Caucasian or White,202320,R
133309,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,18,Camden,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,21,,Caucasian or White,202320,R
133324,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,22,,Caucasian or White,202320,R
133327,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Not NJ Resident,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,21,,Caucasian or White,202320,N
133342,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Cape May,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,21,,More Than 1 Race,202320,R
133355,Male,Transfer,Transfer,Degree-Seeking,FT,Sophomore,16,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,24,,Black or African American,202320,R
132993,Male,Transfer,Transfer,Degree-Seeking,PT,First-Year,4,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,22,,Hispanic or Latino,202320,R
133202,Male,Transfer,Transfer,Degree-Seeking,PT,Junior,8,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,63,,Black or African American,202320,R
133360,Male,Transfer,Transfer,Degree-Seeking,PT,Junior,8,Gloucester,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,26,,More Than 1 Race,202320,R
133145,Male,Transfer,Transfer,Degree-Seeking,PT,Senior,10,Camden,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,NUAC,30,,Black or African American,202320,R
133326,Male,Transfer,Transfer,Degree-Seeking,PT,Senior,4,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,35,,Caucasian or White,202320,R
133125,Male,Transfer,EOF Transfer,Degree-Seeking,FT,First-Year,16,Ocean,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,19,Y,Hispanic or Latino,202320,R
133305,Male,Transfer,EOF Transfer,Degree-Seeking,FT,Junior,16,Burlington,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,23,Y,Black or African American,202320,R
123544,Male,Stop Out/Readmit,Regular,Degree-Seeking,FT,Graduate,18,Atlantic,BUSN,MBA,MBA,BSNS,Business Studies,MBA,MFIN,49,,Caucasian or White,202320,R
123632,Male,Stop Out/Readmit,Regular,Degree-Seeking,PT,Graduate,7,Atlantic,HLTH,MSN,MS,NURS,Nursing,MSN,AGPC,33,,Caucasian or White,202320,R
126987,Male,Stop Out/Readmit,Regular,Degree-Seeking,PT,Graduate,3,Camden,EDUC,MAED,MA,EDUC,Education,MAED,SPED,32,,Caucasian or White,202320,R
132820,Male,Stop Out/Readmit,Regular,Degree-Seeking,PT,Senior,8,Atlantic,NAMS,MATH-BA,BA,MATH,Mathematics,MATH-BA,GENE,60,,Caucasian or White,202320,R
132838,Male,Stop Out/Readmit,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,POLS,BA,POLS,Political Science,POLS,GENE,45,,Caucasian or White,202320,R
132831,Male,Stop Out/Readmit,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,47,,Caucasian or White,202320,R
125991,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,23,,Caucasian or White,202320,R
126947,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,15,Hunterdon,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,21,Y,Caucasian or White,202320,R
127191,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,21,,Hispanic or Latino,202320,R
129012,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Monmouth,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,,Caucasian or White,202320,R
129206,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,More Than 1 Race,202320,R
129250,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Cape May,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,SSHY,20,,Caucasian or White,202320,R
129976,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Sussex,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,24,,Caucasian or White,202320,R
130186,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Ocean,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,21,,Caucasian or White,202320,R
130552,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Caucasian or White,202320,R
130689,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Not NJ Resident,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,20,Y,Caucasian or White,202320,R
130716,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Ocean,SOBL,POLS,BA,BSNS,Business Studies,BUSN-BS,FIN,19,Y,Caucasian or White,202320,R
130721,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Caucasian or White,202320,R
130735,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Hispanic or Latino,202320,R
130736,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Burlington,SOBL,POLS,BA,PSYC,Psychology,PSYC-BA,MHLT,20,Y,Caucasian or White,202320,R
130787,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Not NJ Resident,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,N
130799,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Atlantic,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,SSHY,19,,Caucasian or White,202320,R
130827,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
130836,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,More Than 1 Race,202320,R
130932,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Middlesex,BUSN,CSCI,BS,CRIM,Criminal Justice,CRIM,HOME,19,Y,Caucasian or White,202320,R
130948,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Middlesex,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Asian,202320,R
130961,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Hunterdon,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,20,Y,Hispanic or Latino,202320,R
131047,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Hispanic or Latino,202320,R
131066,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Bergen,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
131087,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,14,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,,Caucasian or White,202320,R
131118,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,14,Middlesex,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,19,Y,Caucasian or White,202320,R
131155,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Unknown or Not Specified,202320,R
131187,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Bergen,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Hispanic or Latino,202320,R
131214,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Monmouth,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
131247,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131248,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131285,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Essex,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131294,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Essex,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131416,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Burlington,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,19,Y,Caucasian or White,202320,R
131493,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,,Hispanic or Latino,202320,R
131513,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,21,Camden,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,COND,20,Y,More Than 1 Race,202320,R
131544,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Monmouth,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,19,Y,More Than 1 Race,202320,R
131630,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Bergen,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131669,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Mercer,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131771,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Somerset,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131833,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,,Hispanic or Latino,202320,R
131894,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Caucasian or White,202320,R
131956,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Bergen,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
131959,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Ocean,SOBL,ECON,BA,SSTB,Sustainability,SUST-BA,PLCY,19,Y,Caucasian or White,202320,R
132011,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Morris,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Unknown or Not Specified,202320,R
132028,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Morris,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
132040,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Burlington,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
132045,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Monmouth,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
132059,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,UNDC,UNDC,000000,DIGI,Digital Studies,DIGI,GENE,19,,Asian,202320,R
132098,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Hispanic or Latino,202320,R
132233,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Morris,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
132271,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,More Than 1 Race,202320,R
132293,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,Y,Caucasian or White,202320,R
132298,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Burlington,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,More Than 1 Race,202320,R
132343,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Gloucester,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Caucasian or White,202320,R
132413,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Ocean,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Hispanic or Latino,202320,R
132423,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Burlington,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,19,Y,More Than 1 Race,202320,R
132522,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,20,,Black or African American,202320,R
132711,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Hudson,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,20,Y,Black or African American,202320,R
132765,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Atlantic,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,19,,Caucasian or White,202320,R
124676,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,22,,Asian,202320,R
127092,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Cape May,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,19,,Caucasian or White,202320,R
127117,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,ARHU,HIST,BA,HIST,Historical Studies,HIST,EDUC,21,,Caucasian or White,202320,R
127768,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,19,Atlantic,NAMS,BCMB,BS,BCMB,Biochemistry Molecular Biology,BCMB,GENE,20,Y,Caucasian or White,202320,R
128258,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,19,,Caucasian or White,202320,R
128373,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Cape May,SOBL,PSYC-BS,BS,PSYC,Psychology,PSYC-BS,FPSY,23,,Hispanic or Latino,202320,R
128455,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,15,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,21,,Black or African American,202320,R
128712,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Cape May,NAMS,ENVL-BA,BA,ENVL,Environmental Studies,ENVL-BA,COND,19,Y,Caucasian or White,202320,R
128763,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,21,Camden,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,19,Y,Caucasian or White,202320,R
128781,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,14,Atlantic,ARHU,ARTP,BA,ARTP,Performing Arts,ARTP,PMIN,19,,Hispanic or Latino,202320,R
128835,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,14,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,COND,20,,Asian,202320,R
128870,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,19,,Hispanic or Latino,202320,R
128883,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,GENS,DIGI,BA,DIGI,Digital Studies,DIGI,GENE,20,Y,Caucasian or White,202320,R
129311,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Union,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,20,Y,Caucasian or White,202320,R
129345,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Cape May,NAMS,MATH-BA,BA,MATH,Mathematics,MATH-BA,EDUC,20,,Hispanic or Latino,202320,R
129403,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Union,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,21,Y,Caucasian or White,202320,R
129405,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Camden,SOBL,POLS,BA,POLS,Political Science,POLS,GENE,20,Y,Caucasian or White,202320,R
130016,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Hudson,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,20,Y,Hispanic or Latino,202320,R
130077,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,20,Y,Caucasian or White,202320,R
130231,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Ocean,SOBL,PSYC-BS,BS,PSYC,Psychology,PSYC-BS,GENE,20,,Caucasian or White,202320,R
130492,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Burlington,ARHU,ARTS,BA,ARTS,Studies in the Arts,ARTS,PTPR,19,Y,Caucasian or White,202320,R
130506,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,21,,Hispanic or Latino,202320,R
130534,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,22,Y,Caucasian or White,202320,R
130538,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Burlington,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,20,Y,Black or African American,202320,R
130539,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FPSY,20,,Hispanic or Latino,202320,R
130550,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,OCEN,19,,Caucasian or White,202320,R
130555,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,19,Y,Caucasian or White,202320,R
130556,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Monmouth,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,20,Y,Caucasian or White,202320,R
130572,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Burlington,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,COND,19,Y,Caucasian or White,202320,R
130575,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,19,,Caucasian or White,202320,R
130576,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Middlesex,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,19,Y,Hispanic or Latino,202320,R
130580,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,20,,Hispanic or Latino,202320,R
130581,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Ocean,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,20,,Caucasian or White,202320,R
130596,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Not NJ Resident,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,20,Y,Caucasian or White,202320,N
130603,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,14,Hudson,NAMS,SUST-BA,BA,SSTB,Sustainability,SUST-BA,COND,19,Y,Black or African American,202320,R
130604,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Not NJ Resident,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,19,Y,Caucasian or White,202320,N
130652,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,19,Y,Caucasian or White,202320,R
130659,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Burlington,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,20,Y,Caucasian or White,202320,R
130660,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,NAMS,ENVL-BA,BA,ENVL,Environmental Studies,ENVL-BA,GENE,19,Y,Caucasian or White,202320,R
130675,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,19,,Caucasian or White,202320,R
130679,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Gloucester,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,20,Y,Caucasian or White,202320,R
130682,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Atlantic,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,19,,Caucasian or White,202320,R
130690,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,19,,Asian,202320,R
130696,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Ocean,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,19,Y,Caucasian or White,202320,R
130697,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Middlesex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,20,Y,Caucasian or White,202320,R
130701,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,19,,Caucasian or White,202320,R
130702,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Warren,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,19,Y,Caucasian or White,202320,R
130707,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,20,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,20,,Hispanic or Latino,202320,R
130711,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,18,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,PRPT,20,Y,Caucasian or White,202320,R
130712,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Not NJ Resident,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,20,Y,Caucasian or White,202320,N
130718,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,19,,Hispanic or Latino,202320,R
130720,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,COND,20,,Hispanic or Latino,202320,R
130732,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,12,Atlantic,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,20,,Caucasian or White,202320,R
130739,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,BUSA,19,Y,Caucasian or White,202320,R
130746,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,15,Not NJ Resident,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,23,Y,Non Resident Alien,202320,N
130763,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,20,Y,Hispanic or Latino,202320,R
130772,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,17,Burlington,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VCOM,20,Y,Caucasian or White,202320,R
130776,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Camden,NAMS,PHYS-BS,BS,PHYS,Applied Physics,PHYS-BS,ENGN,19,Y,Caucasian or White,202320,R
130782,Male,Continuing,Regular,Degree-Seeking,FT,First-Year,16,Monmouth,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,20,Y,Caucasian or White,202320,R
