ID,E04,Registration Status,Admissions Status,Matriculation Status,Attendance Status,Class Level,Total Credits Enrolled,County,School,Program,Degree,Major,Major_Desc,Program,Concentration,age,Housing,Ethnicity_ALL,BannerTerm,Residency
127478,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Ocean,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,21,,Caucasian or White,202320,R
127479,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Atlantic,ARHU,LITT,BA,LITT,Literature,LITT,CRWT,21,,Caucasian or White,202320,R
127480,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Not NJ Resident,ARHU,ARTS,BA,ARTS,Studies in the Arts,ARTS,PDRF,21,Y,Caucasian or White,202320,N
127489,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Atlantic,NAMS,BCMB,BS,BCMB,Biochemistry Molecular Biology,BCMB,GENE,21,,Asian,202320,R
127491,Female,Continuing,Regular,Degree-Seeking,FT,Junior,21,Passaic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,21,Y,Hispanic or Latino,202320,R
127492,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,21,Y,Hispanic or Latino,202320,R
127495,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,22,Y,Caucasian or White,202320,R
127497,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Cumberland,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,22,,Hispanic or Latino,202320,R
127498,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Not NJ Resident,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,21,,Caucasian or White,202320,N
127501,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,21,,Asian,202320,R
127506,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Warren,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,Y,Caucasian or White,202320,R
127508,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,SOBL,PSYC-BS,BS,PSYC,Psychology,PSYC-BS,GENE,22,Y,Caucasian or White,202320,R
127513,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Not NJ Resident,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,DUAL,22,,Caucasian or White,202320,N
127519,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
127522,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Gloucester,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,21,,Caucasian or White,202320,R
127526,Female,Continuing,Regular,Degree-Seeking,FT,Junior,14,Camden,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,21,Y,Caucasian or White,202320,R
127527,Female,Continuing,Regular,Degree-Seeking,FT,Junior,13,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
127542,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Middlesex,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,GENE,22,,Caucasian or White,202320,R
127546,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Camden,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,21,,Caucasian or White,202320,R
127549,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Ocean,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,DUAL,21,Y,Caucasian or White,202320,R
127550,Female,Continuing,Regular,Degree-Seeking,FT,Junior,14,Ocean,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,GENE,21,,Caucasian or White,202320,R
127555,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Atlantic,NAMS,MATH-BA,BA,MATH,Mathematics,MATH-BA,EDUC,21,,Caucasian or White,202320,R
127558,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Morris,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,21,,Caucasian or White,202320,R
127559,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,21,,Caucasian or White,202320,R
127561,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,21,,Caucasian or White,202320,R
127566,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,22,,Caucasian or White,202320,R
127571,Female,Continuing,Regular,Degree-Seeking,FT,Junior,14,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,ELEM,22,,Caucasian or White,202320,R
127577,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,21,Y,Asian,202320,R
127579,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,22,,Caucasian or White,202320,R
127589,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Middlesex,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,21,,Caucasian or White,202320,R
127590,Female,Continuing,Regular,Degree-Seeking,FT,Junior,15,Passaic,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VCOM,21,,Caucasian or White,202320,R
127595,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Monmouth,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,21,,Caucasian or White,202320,R
127598,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Bergen,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,21,,Caucasian or White,202320,R
127602,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Middlesex,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,GENE,21,Y,Asian,202320,R
127603,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Essex,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,21,Y,Hispanic or Latino,202320,R
127616,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Cape May,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,22,,Caucasian or White,202320,R
127617,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Not NJ Resident,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,21,Y,Caucasian or White,202320,N
127630,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,ARHU,ARTS,BA,ARTS,Studies in the Arts,ARTS,PPTD,22,Y,Caucasian or White,202320,R
127633,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,ARHU,LITT,BA,LITT,Literature,LITT,CRWT,21,,More Than 1 Race,202320,R
127637,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Sussex,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,21,Y,Caucasian or White,202320,R
127640,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Not NJ Resident,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,22,,Caucasian or White,202320,N
127641,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Bergen,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,22,,Caucasian or White,202320,R
127644,Female,Continuing,Regular,Degree-Seeking,FT,Junior,14,Atlantic,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,GENE,21,,Caucasian or White,202320,R
127653,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Monmouth,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,21,,Caucasian or White,202320,R
127661,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Gloucester,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,21,Y,Caucasian or White,202320,R
127667,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Burlington,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,21,Y,Caucasian or White,202320,R
127669,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,22,,Hispanic or Latino,202320,R
127670,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Atlantic,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VCOM,21,Y,Caucasian or White,202320,R
127671,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Burlington,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,21,,Black or African American,202320,R
127673,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,21,,Caucasian or White,202320,R
127674,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Gloucester,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,Y,Caucasian or White,202320,R
127676,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Atlantic,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,GENE,21,,Caucasian or White,202320,R
127677,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Bergen,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,HOME,21,,Caucasian or White,202320,R
127682,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Camden,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,21,,Caucasian or White,202320,R
127684,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Middlesex,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,22,Y,Caucasian or White,202320,R
127685,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Atlantic,SOBL,SOCY,BA,SOCY,Sociology & Anthropology,SOCY,SOCI,21,,Hispanic or Latino,202320,R
127687,Female,Continuing,Regular,Degree-Seeking,FT,Junior,14,Camden,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,22,,Caucasian or White,202320,R
127691,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Cape May,SOBL,POLS,BA,POLS,Political Science,POLS,GENE,21,Y,Caucasian or White,202320,R
127703,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Camden,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,22,Y,Unknown or Not Specified,202320,R
127705,Female,Continuing,Regular,Degree-Seeking,FT,Junior,13,Union,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,21,Y,More Than 1 Race,202320,R
127708,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Passaic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,21,,Hispanic or Latino,202320,R
127710,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,ARHU,LITT,BA,LITT,Literature,LITT,LIST,21,Y,Caucasian or White,202320,R
127713,Female,Continuing,Regular,Degree-Seeking,FT,Junior,21,Somerset,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,21,Y,Caucasian or White,202320,R
127714,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Camden,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,21,Y,Caucasian or White,202320,R
127715,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Atlantic,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VILL,21,,Caucasian or White,202320,R
127736,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,21,,Caucasian or White,202320,R
127739,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,22,,Caucasian or White,202320,R
127741,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Burlington,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,21,,Caucasian or White,202320,R
127743,Female,Continuing,Regular,Degree-Seeking,FT,Junior,13,Burlington,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,22,,Caucasian or White,202320,R
127744,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Camden,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,21,Y,Caucasian or White,202320,R
127747,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Cape May,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,22,,Caucasian or White,202320,R
127756,Female,Continuing,Regular,Degree-Seeking,FT,Junior,14,Burlington,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,21,,Caucasian or White,202320,R
127762,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,Y,Black or African American,202320,R
127763,Female,Continuing,Regular,Degree-Seeking,FT,Junior,21,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,PROF,21,,Amer Indian or Alaskan Native,202320,R
127764,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Burlington,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,Y,Caucasian or White,202320,R
127772,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,21,,Caucasian or White,202320,R
127773,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,21,Y,More Than 1 Race,202320,R
127775,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,22,,Caucasian or White,202320,R
127777,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Bergen,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,Y,Hispanic or Latino,202320,R
127778,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Essex,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,Y,Black or African American,202320,R
127785,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Middlesex,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,Y,Caucasian or White,202320,R
127789,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,,Caucasian or White,202320,R
127792,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
127793,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Not NJ Resident,ARHU,COMM,BA,COMM,Communication Studies,COMM,JRMS,21,,Caucasian or White,202320,N
127795,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Middlesex,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,21,Y,Black or African American,202320,R
127799,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,,Hispanic or Latino,202320,R
127800,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,21,,Caucasian or White,202320,R
127801,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,22,,Caucasian or White,202320,R
127802,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,,Caucasian or White,202320,R
127807,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,21,Y,Black or African American,202320,R
127810,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Cape May,ARHU,ARTS,BA,ARTS,Studies in the Arts,ARTS,PDST,22,,Caucasian or White,202320,R
127811,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VCOM,20,,More Than 1 Race,202320,R
127813,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,20,,Caucasian or White,202320,R
127828,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Middlesex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FINP,21,,Caucasian or White,202320,R
127831,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Union,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,21,,Caucasian or White,202320,R
127834,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Union,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,22,Y,Caucasian or White,202320,R
127838,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Morris,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,BTEC,21,Y,Caucasian or White,202320,R
127841,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Burlington,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,Y,Hispanic or Latino,202320,R
127844,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Morris,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,21,Y,Caucasian or White,202320,R
127845,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Morris,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,FPSY,21,Y,Hispanic or Latino,202320,R
127853,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Burlington,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,22,,Caucasian or White,202320,R
127855,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Hispanic or Latino,202320,R
127859,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Middlesex,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,21,Y,Hispanic or Latino,202320,R
127860,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
127863,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Gloucester,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,22,,Caucasian or White,202320,R
127869,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Monmouth,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,21,Y,Caucasian or White,202320,R
127874,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Camden,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,21,Y,Caucasian or White,202320,R
127875,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Essex,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,22,,Caucasian or White,202320,R
127876,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,Y,Hispanic or Latino,202320,R
127879,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,21,,Caucasian or White,202320,R
127880,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
127881,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Hispanic or Latino,202320,R
127886,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Union,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,21,,Hispanic or Latino,202320,R
127887,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Essex,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,21,Y,Black or African American,202320,R
127888,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Atlantic,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,21,,More Than 1 Race,202320,R
127905,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Burlington,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
127906,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,Y,Caucasian or White,202320,R
127908,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Camden,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,22,Y,Caucasian or White,202320,R
127909,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Camden,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,22,Y,More Than 1 Race,202320,R
127910,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Essex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,21,Y,Caucasian or White,202320,R
127912,Female,Continuing,Regular,Degree-Seeking,FT,Junior,12,Morris,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,22,Y,Hispanic or Latino,202320,R
127913,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,,Caucasian or White,202320,R
127919,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Bergen,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,22,Y,Caucasian or White,202320,R
127923,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Monmouth,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,DUAL,21,Y,Hispanic or Latino,202320,R
127927,Female,Continuing,Regular,Degree-Seeking,FT,Junior,21,Ocean,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,22,Y,Caucasian or White,202320,R
127931,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Camden,SOBL,SOCY,BA,SOCY,Sociology & Anthropology,SOCY,GENE,22,,Caucasian or White,202320,R
127934,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,21,,Caucasian or White,202320,R
127941,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Monmouth,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,22,Y,Hispanic or Latino,202320,R
127943,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Morris,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,,Caucasian or White,202320,R
127945,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,21,,Caucasian or White,202320,R
127946,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Passaic,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,21,,Caucasian or White,202320,R
127947,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Burlington,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,22,Y,Hispanic or Latino,202320,R
127949,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Camden,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,ELEM,21,Y,Caucasian or White,202320,R
127952,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Monmouth,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,21,Y,Caucasian or White,202320,R
127957,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Burlington,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,MTEC,20,,More Than 1 Race,202320,R
127959,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,21,,Asian,202320,R
127962,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FPSY,22,,Hispanic or Latino,202320,R
127967,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Ocean,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,21,Y,Caucasian or White,202320,R
127968,Female,Continuing,Regular,Degree-Seeking,FT,Junior,17,Not NJ Resident,NAMS,BCMB,BS,BCMB,Biochemistry Molecular Biology,BCMB,GENE,21,Y,Caucasian or White,202320,N
127972,Female,Continuing,Regular,Degree-Seeking,FT,Junior,21,Morris,SOBL,ECON,BA,ECON,Economics,ECON,EPGR,21,Y,Hispanic or Latino,202320,R
127975,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Mercer,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,21,Y,Caucasian or White,202320,R
127976,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Morris,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,21,,Hispanic or Latino,202320,R
127981,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Ocean,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,21,,Caucasian or White,202320,R
127983,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Burlington,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,21,,Caucasian or White,202320,R
127989,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Monmouth,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,22,Y,Caucasian or White,202320,R
127996,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Morris,ARHU,ARTP,BA,ARTP,Performing Arts,ARTP,PDMS,22,Y,Caucasian or White,202320,R
128003,Female,Continuing,Regular,Degree-Seeking,FT,Junior,20,Ocean,NAMS,MARS-BA,BA,MARS,Marine Science,MARS-BA,MBIO,21,Y,Caucasian or White,202320,R
128008,Female,Continuing,Regular,Degree-Seeking,FT,Junior,16,Passaic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,Y,Caucasian or White,202320,R
128010,Female,Continuing,Regular,Degree-Seeking,FT,Junior,18,Ocean,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,GENE,21,Y,Caucasian or White,202320,R
